Numero_RCS,Publication,Date,Company_Name,Address,Tags,Employee_List
B231102,RESA_2019_018.489,22-01-2019,SPAPET S.à r.l.-S;,,"'Commercial', 'Development'","'FRANCO RODRIGUES Paulo Alexandre', 'PACHECO RODRIGUES MIGUEL Kristel Marina'"
B231103,RESA_2019_018.493,22-01-2019,Weybridge No. 1 SCSp," 19, Rue Eugène Ruppert, L-2453 Luxembourg, Grand-Duché de Luxembourg  EXTRAIT DU",,
E6805,RESA_2019_018.496,22-01-2019,AHCHAV SC — Société Civile,,,"'SET BON Franck ', 'VILA Felipe', 'VILA Felipe ', 'SET BON Franck'"
B231104,RESA_2019_018.497,22 01 2019,LEA CONCEPT CONSTRUCTION SARL," 62, Route de Luxembourg L-4760 PETANGE  ","'Commercial', 'Acquisition'","'N uno Jorge FERREIRA ALVES', 'Nuno Jorge FERREIRA ALVES'"
F12136,RESA_2019_018.498,22-01-2019,Common Wealth,,,
B231081,RESA_2019_018.5,22-01-2019,« DRAGAN S. à r.l. »,"L-5553 Remich, 14, Quai de la Moselle",,'Dragan GAVRILOV'
B231088,RESA_2019_018.51,22-01-2019,LCI Reserve S.à r.l.," 28, Boulevard Royal, L-2449 Luxembourg  ","'Holding', 'Foreign', 'Investment', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Administration', 'Management', 'Development'",
B231082,RESA_2019_018.6,22-01-2019,Cross Ocean SIF ESS (K) S.à r.].,"L-1420 Luxembourg  7, avenue Gaston Diderich ","'Holding', 'Foreign', 'Investment', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Administration', 'Management', 'Development'",'Jérémy Van den Eynde'
E6802,RESA_2019_018.7,22-01-2019,Bricherhof SCI," L-8261 Mamer, 66, rue de Dangé-Saint Romain ","'Management', 'Administration', 'Exchange'","'m Nicolas FABER', 'Paul FABER', 'Carine FABER', 'Laura Armande FABER', 'Laura FABER'"
B231083,RESA_2019_018.8,22-01-2019,J erste S.à r.l./B.V.,,'Acquisition',"'Frank Stolz-Page', 'Illia Neizvestny', 'Anastasiia Usachova'"
B231084,RESA_2019_018.9,22-01-2019,North Haven Infrastructure Partners Ill SCSp," 6D, route de Trèves, L-2633 Sènningèrbèrg, Grand-Duché de Luxembourg  EXTRAIT DU","'Management', 'Investment'",
